Nom de la gare;Code UIC;Code postal;Direction Régionale Gares;Segmentation DRG;Segmentation Marketing;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;CO2_evite_t_2015;Vies_sauvees_stat_2015;CO2_evite_t_2016;Vies_sauvees_stat_2016;CO2_evite_t_2017;Vies_sauvees_stat_2017;CO2_evite_t_2018;Vies_sauvees_stat_2018;CO2_evite_t_2019;Vies_sauvees_stat_2019;CO2_evite_t_2020;Vies_sauvees_stat_2020;CO2_evite_t_2021;Vies_sauvees_stat_2021;CO2_evite_t_2022;Vies_sauvees_stat_2022;CO2_evite_t_2023;Vies_sauvees_stat_2023;CO2_evite_t_2024;Vies_sauvees_stat_2024
Saint-Agnan;87694851;71160;DRG AURA BFC;C;Halte;pas de donnees;624;624;541;541;950;950;707;707;1506;1506;1410;1410;933;933;1206;1206;966;966;1128;1128;9.492120000000002;0.000157356;8.12889;0.000134757;10.148489999999999;0.000168237;7.851195;0.0001301535;11.86515;0.000196695;12.67299;0.000210087;5.949405;9.86265e-05;7.99425;0.000132525;4.5525150000000005;7.54695e-05;5.25096;8.7048e-05
Saint-Aigulin - La Roche-Chalais;87584540;17360;DRG NLLE AQUITAINE;C;Halte;pas de donnees;38556;38556;33004;33004;26956;26956;21355;21355;16612;16612;21510;21510;13155;13155;10372;10372;10736;10736;11140;11140;93.74310000000001;0.00155403;90.34344;0.001497672;87.28038000000001;0.001446894;110.699325;0.0018351225;181.00665;0.003000645;139.78998;0.002317374;179.702325;0.0029790225;226.83473999999998;0.003760362;277.72866;0.004604058;324.44874;0.005378562
Saint-Ay;87574129;45130;DRG B-CVL-PDL;C;Halte;pas de donnees;31621;31621;29124;29124;26166;26166;14189;14189;9396;9396;19804;19804;19727;19727;17741;17741;19614;19614;21231;21231;178.658865;0.0029617245;165.05181;0.002736153;149.29051500000003;0.0024748695;166.002705;0.0027519165000000003;166.65066000000002;0.002762658;79.06734;0.001310742;119.400435;0.0019793655;220.18689;0.0036501570000000002;245.07845999999998;0.004062798;266.09071500000005;0.0044111295
Sainte-Colombe;87715151;25300;DRG AURA BFC;C;Halte;pas de donnees;17963;17963;11896;11896;26958;26958;18711;18711;15185;15185;12094;12094;13993;13993;16285;16285;13339;13339;13097;13097;110.21125500000001;0.0018270315;112.247685;0.0018607905;137.038275;0.0022717575;117.751095;0.0019520235;101.77100999999999;0.001687113;127.781775;0.0021183075;157.453065;0.0026101845;226.85157;0.003760641;100.10484;0.001659492;151.15864499999998;0.0025058385
Saint-Germain-les-Belles;87592287;87380;DRG NLLE AQUITAINE;C;Halte;pas de donnees;20092;20092;18459;18459;15148;15148;11172;11172;9856;9856;12422;12422;13497;13497;13004;13004;13592;13592;14775;14775;124.331625;0.0020611125;114.37668;0.0018960840000000001;109.42866000000001;0.0018140580000000001;113.57725500000001;0.0018828315000000001;104.53113;0.001732869;82.93824000000001;0.001374912;94.01238000000001;0.0015584940000000001;127.47042;0.002113146;155.332485;0.0025750305;169.07417999999998;0.002802834
Saint-Lô;87447003;50000;DRG HDF-NORMANDIE;B;Proximité;0.33;299972;447719;302280;451164;265583;396393;177778;265341;128874;192350;209406;312547;186638;278565;212049;316491;206774;308618;219298;327311;1845.39267;0.030592071000000002;1740.0032099999999;0.028844973;1784.392335;0.0295808355;1570.55877;0.026036001;1762.15149;0.029212137;1084.47471;0.017977923;1496.00187;0.024800031;2234.880945;0.0370488285;2543.6862;0.04216806;2524.26438;0.041846094
Saint-Martin du Touch;87353599;31000;DRG OCCITANIE SUD;C;Halte;pas de donnees;13507;13507;15819;15819;10826;10826;8160;8160;8299;8299;11811;11811;7464;7464;8436;8436;7654;7654;8637;8637;72.68035499999999;0.0012048615;64.40840999999999;0.001067733;70.98894;0.0011768220000000001;62.80956;0.001041228;99.389565;0.0016476345;69.83608500000001;0.0011577105000000001;68.6664;0.00113832;91.10078999999999;0.001510227;133.116885;0.0022067505;113.661405;0.0018842265
Saint-Martin-d'Oney;87671495;40090;DRG NLLE AQUITAINE;C;Halte;pas de donnees;52753;52753;77123;77123;71106;71106;49728;49728;48972;48972;43527;43527;41402;41402;39972;39972;37447;37447;35243;35243;296.569845;0.0049163985;315.116505;0.0052238565;336.36438;0.005576094;348.39783;0.005775579;366.27970500000004;0.0060720165;412.09938;0.006831594;418.46112;0.0069370560000000005;598.35699;0.009919287;648.990045;0.0107586585;443.916495;0.0073590435
Saint-Michel Notre-Dame;87547315;75005;DEX GIF;B;IDF;pas de donnees;26713257;26713257;24223770;24223770;22763184;22763184;22555924;22555924;6469340;6469340;27558327;27558327;29157305;29157305;30766769;30766769;31920430;31920430;32959046;32959046;277350.37208999996;4.597786917;268610.41845;4.452899985;258902.36113499998;4.2919642755;245358.72157499997;4.0674440475;231903.321705;3.8443866165;54439.496100000004;0.9024729300000001;189808.10046000002;3.146551398;191552.19336;3.175464168;203843.02455;3.379215915;224792.057655;3.7264993515000002
Saint-Priest-Taurion;87592055;87480;DRG NLLE AQUITAINE;C;Halte;pas de donnees;18465;18465;20498;20498;21972;21972;19043;19043;20763;20763;18933;18933;17765;17765;23189;23189;24955;24955;27176;27176;228.68604000000002;0.003791052;209.996325;0.0034812225;195.135435;0.0032348655;149.492475;0.0024782175;159.32119500000002;0.0026411535;174.720645;0.0028964385;160.246845;0.0026564985;184.89438;0.003065094;172.49067000000002;0.002859471;155.38297500000002;0.0025758675
Saint-Sever;87447714;14380;DRG HDF-NORMANDIE;C;Halte;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;2;2;7;7;48;48;76;76;75;75;78;78;341;341;2.869515;4.75695e-05;0.65637;1.0881e-05;0.631125;1.04625e-05;0.63954;1.0602e-05;0.40392;6.696e-06;0.058905;9.765e-07;0.016829999999999998;2.79e-07;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees
Saint-Vit;87718320;25410;DRG AURA BFC;B;Halte;0.2;193061;241327;179374;224217;176102;220128;112510;140637;97734;122168;125721;157152;117759;147199;156715;195894;204056;255070;205485;256856;1729.1562749999998;0.0286651575;1717.13124;0.028465812;1318.7567250000002;0.0218617425;990.9419849999999;0.0164273805;1057.942215;0.0175380795;822.43161;0.013633893;946.77165;0.015695145;1481.89833;0.024566229000000002;1509.43221;0.025022673;1624.608315;0.0269320095
Sathonay - Rillieux;87723700;69580;DRG AURA BFC;B;Proximité;pas de donnees;349848;349848;297250;297250;284156;284156;232712;232712;233402;233402;370459;370459;313475;313475;291170;291170;245349;245349;239512;239512;2015.49348;0.033411924;2064.611835;0.0342261855;2450.19555;0.040618215;2637.892125;0.0437297625;3117.412485;0.0516790305;1964.0778300000002;0.032559579;1958.2714799999999;0.032463324;2391.1727400000004;0.039639762;2501.35875;0.041466375;2943.9709199999998;0.048803796
Tarbes;87671008;65000;DRG OCCITANIE SUD;B;Ville;0.1899999999999999;861314;1063351;709416;875822;639135;789055;492773;608362;334030;412383;428617;529157;407099;502591;512070;632185;482700;595926;516136;637206;4343.28444;0.072000972;4061.9205;0.06733665;4309.06905;0.071433765;3425.738085;0.0567903105;3606.8120550000003;0.0597920715;2810.86245;0.046597185;4146.684795;0.0687418335;5378.321025;0.08915933250000001;5969.73564;0.098963532;7247.95731;0.120153303
Thun le Paradis;87381822;78250;DEX GIF;B;IDF;pas de donnees;526511;526511;476983;476983;471681;471681;432673;432673;198768;198768;391728;391728;377907;377907;366370;366370;348143;348143;345491;345491;2907.3067650000003;0.0481959945;2929.6233450000004;0.0485659485;3083.00355;0.051108615;3180.0874049999998;0.0527180265;3296.3911200000002;0.054646056;1672.63272;0.027728136;3640.943295;0.0603578835;3969.1956149999996;0.0657994995;4013.811945;0.0665391285;4430.590065;0.0734482845
Tourville-la-Rivière;87411181;76410;DRG HDF-NORMANDIE;C;Halte;pas de donnees;2960;2960;4321;4321;3339;3339;1848;1848;1463;1463;1109;1109;1342;1342;1185;1185;1651;1651;2045;2045;17.208675;0.0002852775;13.893165000000002;0.0002303145;9.971775;0.00016530750000000002;11.29293;0.000187209;9.332235;0.0001547055;12.311145;0.0002040885;15.55092;0.000257796;28.097685000000002;0.0004657905;36.361214999999994;0.0006027795;24.9084;0.00041292
Tulle;87594499;19000;DRG NLLE AQUITAINE;B;Proximité;0.2;198358;247948;170783;213479;157594;196992;124398;155498;90608;113261;134327;167909;122979;153724;152654;190817;160793;200992;180262;225328;1516.90473;0.025146549;1353.073095;0.0224306235;1284.58341;0.021295233;1034.868285;0.0171555705;1130.361705;0.0187386165;762.46632;0.012639816;1046.80917;0.017353521;1326.15351;0.021984363;1437.1389450000001;0.0238242285;1669.1825700000002;0.027670941
Turenne;87594556;19500;DRG NLLE AQUITAINE;C;Halte;pas de donnees;1579;1579;1241;1241;791;791;728;728;297;297;324;324;504;504;587;587;425;425;400;400;3.366;5.58e-05;3.576375;5.92875e-05;4.939604999999999;8.18865e-05;4.24116;7.0308e-05;2.72646;4.5198e-05;2.4992550000000002;4.14315e-05;6.12612;0.000101556;6.656265;0.00011034450000000001;10.443014999999999;0.00017311950000000002;13.287285;0.0002202705
Vaumoise;87271601;2600;DRG HDF-NORMANDIE;C;Halte;pas de donnees;6700;6700;5422;5422;4241;4241;3422;3422;2191;2191;961;961;609;609;886;886;892;892;621;621;5.225715;8.662950000000001e-05;7.5061800000000005;0.000124434;7.45569;0.000123597;5.124734999999999;8.49555e-05;8.086815;0.0001340595;18.437265;0.0003056445;28.79613;0.000477369;35.688015;0.0005916195;45.626129999999996;0.000756369;56.3805;0.00093465
Vigeois;87594218;19410;DRG NLLE AQUITAINE;C;Halte;pas de donnees;11279;11279;8513;8513;7772;7772;7152;7152;6736;6736;7963;7963;7841;7841;8161;8161;9614;9614;8686;8686;73.09269;0.001211697;80.90181;0.001341153;68.674815;0.0011384595;65.982015;0.0010938195;67.008645;0.0011108385;56.683440000000004;0.000939672;60.18408;0.000997704;65.40138;0.001084194;71.63689500000001;0.0011875635;94.912785;0.0015734205
Vignory;87142232;52320;DRG GRAND EST;C;Halte;pas de donnees;1900;1900;2009;2009;2471;2471;3397;3397;3497;3497;4056;4056;2904;2904;4116;4116;4669;4669;4292;4292;36.11718;0.000598734;39.289635000000004;0.0006513255;34.63614;0.000574182;24.43716;0.000405108;34.13124;0.000565812;29.427255000000002;0.0004878315;28.585755000000002;0.0004738815;20.793465;0.0003447045;16.905735;0.0002802555;15.9885;0.00026505
Voivres-lès-le-Mans;87396358;72210;DRG B-CVL-PDL;C;Halte;pas de donnees;19379;19379;19420;19420;13557;13557;9794;9794;8191;8191;22708;22708;25628;25628;24988;24988;24399;24399;22490;22490;189.25335;0.003137355;205.31758499999998;0.0034036605;210.27401999999998;0.003485826;215.65962;0.003575106;191.08782;0.0031677660000000002;68.927265;0.0011426445000000001;82.41650999999999;0.001366263;114.082155;0.0018912015;163.4193;0.00270909;163.074285;0.0027033705000000002
Ytrac;87645101;15130;DRG AURA BFC;C;Halte;pas de donnees;106;106;339;339;139;139;37;37;17;17;49;49;26;26;25;25;34;34;2;2;0.016829999999999998;2.79e-07;0.28611000000000003;4.743e-06;0.210375;3.4875e-06;0.21878999999999998;3.627e-06;0.412335;6.8355e-06;0.14305500000000002;2.3715e-06;0.311355;5.1615000000000005e-06;1.1696849999999999;1.93905e-05;2.852685;4.7290500000000004e-05;0.8919900000000001;1.4787000000000001e-05
Achères Grand Cormier;87386052;78100;DEX GIF;B;IDF;pas de donnees;207774;207774;188426;188426;177092;177092;209673;209673;126513;126513;221003;221003;228032;228032;235698;235698;238687;238687;241046;241046;2028.40209;0.033625917;2008.551105;0.0332968365;1983.39867;0.032879871;1918.88928;0.031810464000000004;1859.7402450000002;0.0308299185;1064.6068950000001;0.0176485635;1764.398295;0.0292493835;1490.22918;0.024704334;1585.60479;0.026285427;1748.41821;0.028984473
Apach;87191643;57480;DRG GRAND EST;C;Halte;pas de donnees;1590;1590;2745;2745;1512;1512;294;294;369;369;907;907;1164;1164;1105;1105;1059;1059;1066;1066;8.97039;0.000148707;8.911485;0.0001477305;9.298575000000001;0.0001541475;9.79506;0.000162378;7.632404999999999;0.0001265265;3.105135;5.14755e-05;2.4740100000000003;4.1013e-05;12.72348;0.000210924;23.099175;0.0003829275;13.379850000000001;0.000221805
Arpajon;87545467;91290;DEX GIF;B;IDF;pas de donnees;1672746;1672746;1516858;1516858;1425412;1425412;1295988;1295988;812586;812586;1725668;1725668;1714853;1714853;1714359;1714359;1677901;1677901;1635441;1635441;13762.236015;0.22814401950000002;14119.536914999999;0.2340671895;14426.330984999999;0.2391530805;14430.487995;0.2392219935;14521.49622;0.240730686;6837.911190000001;0.113355747;10905.739019999999;0.180790326;11994.841980000001;0.198844974;12764.36007;0.211601691;14076.15759;0.233348067
Aubergenville Élisabethville;87386730;78410;DEX GIF;B;IDF;pas de donnees;1857062;1857062;1683413;1683413;1580464;1580464;1266548;1266548;988132;988132;1900062;1900062;1801226;1801226;1723706;1723706;1612926;1612926;1502962;1502962;12647.42523;0.209663199;13572.772289999999;0.225003177;14504.985990000001;0.240456987;15157.316789999999;0.251271027;15989.02173;0.265058649;8315.13078;0.137844414;10658.00142;0.176683446;13299.60456;0.220474728;14165.920395;0.2348361135;15627.176730000001;0.259060149
Auterive;87611384;31190;DRG OCCITANIE SUD;B;Proximité;0.2;343608;429510;389928;487410;356140;445175;301569;376961;258534;323167;343578;429473;316911;396139;396360;495450;394346;492933;410463;513079;3454.046145;0.0572595885;3318.42159;0.055011267;3335.3694;0.05529222;2666.8060649999998;0.0442090845;2891.20887;0.047929131;2175.5636099999997;0.036065493000000004;2537.7031349999997;0.0420688755;2996.9181;0.04968153;3281.2441200000003;0.054394956;2891.46132;0.047933316000000004
Avignon Centre;87765008;84000;DRG OCCITANIE SUD;B;Ville;0.2;3339139;4173924;2982128;3727661;2775924;3469906;2067055;2583819;1279138;1598922;2301960;2877450;2158528;2698161;2575499;3219374;2341921;2927401;2309025;2886282;19430.445375;0.3221089875;19707.265215;0.3266979795;21672.824085;0.35928211050000003;18164.01312;0.301114656;19370.9934;0.32112342;10763.94627;0.178439751;17394.267825;0.2883541725;23359.40046;0.387241398;25094.60712;0.416006856;28098.854685;0.4658098905
Ax-les-Thermes;87611533;9110;DRG OCCITANIE SUD;C;Proximité;pas de donnees;138906;138906;93053;93053;87663;87663;48402;48402;35495;35495;66861;66861;68712;68712;84104;84104;76609;76609;87362;87362;735.1512299999999;0.012186999;644.664735;0.0106869555;707.7351600000001;0.011732508;578.2114799999999;0.009585324000000001;562.635315;0.0093271095;298.690425;0.0049515525;407.30283000000003;0.006752079;737.6841450000001;0.0122289885;783.040995;0.0129808935;1168.89399;0.019377387
Bantzenheim;87182840;68490;DRG GRAND EST;C;Halte;pas de donnees;4838;4838;6682;6682;6457;6457;5363;5363;4662;4662;7285;7285;8034;8034;9423;9423;10091;10091;10914;10914;91.84131;0.001522503;84.915765;0.0014076945;79.294545;0.0013145085;67.60611;0.001120743;61.303275;0.0010162575;39.23073;0.000650349;45.129645;0.0007481385;54.335654999999996;0.0009007515;56.22903;0.000932139;40.711769999999994;0.000674901
Baule;87574152;45130;DRG B-CVL-PDL;C;Halte;pas de donnees;27557;27557;25967;25967;23367;23367;11469;11469;8932;8932;16635;16635;14919;14919;12138;12138;11273;11273;11778;11778;99.11187;0.001643031;94.862295;0.0015725835;102.14127;0.001693251;125.543385;0.0020812005000000002;139.983525;0.0023205825;75.16278;0.001246014;96.511635;0.0015999255;196.633305;0.0032596965;218.512305;0.0036223965;231.892155;0.0038442015
Bayard;87175133;52170;DRG GRAND EST;C;Halte;pas de donnees;89;89;66;66;119;119;145;145;193;193;981;981;2074;2074;1296;1296;1730;1730;2037;2037;17.141355;0.0002841615;14.55795;0.000241335;10.90584;0.000180792;17.45271;0.000289323;8.255115;0.0001368495;1.624095;2.69235e-05;1.220175;2.02275e-05;1.001385;1.66005e-05;0.5553899999999999;9.207e-06;0.7489349999999999;1.24155e-05
Belleville;87141804;54940;DRG GRAND EST;C;Halte;pas de donnees;26949;26949;31805;31805;26977;26977;20628;20628;17494;17494;25006;25006;23040;23040;28306;28306;28504;28504;28800;28800;242.352;0.0040176;239.86116;0.0039763080000000004;238.19499;0.003948687;193.8816;0.0032140800000000002;210.42549;0.003488337;147.21201000000002;0.0024404130000000002;173.58462;0.002877606;227.01145499999998;0.0037632915;267.639075;0.0044367975;226.775835;0.0037593855000000002
Besançon Franche-Comté TGV;87300863;25870;DRG AURA BFC;A;LGV;0.1200000000000001;667419;758431;739282;840093;618834;703220;501306;569666;349723;397413;657453;747106;641643;729140;712656;809837;682900;776023;689453;783470;5801.746995;0.0961786935;5746.6035;0.09526455;5997.00024;0.099415512;5399.425845;0.0895091985;5532.466995;0.0917146935;2942.919045;0.0487863585;4218.48999;0.069932187;5207.48811;0.086327343;6221.05803;0.103129839;5616.330884999999;0.0931049505
Besançon Viotte;87718007;25000;DRG AURA BFC;A;Ville;0.0899999999999999;2903968;3191174;2725611;2995177;2616257;2875008;1910107;2099019;1587747;1744777;2155623;2368816;1948332;2141025;2118267;2327766;2040910;2242759;2123064;2333037;17865.58356;0.296167428;17174.25765;0.284706945;17825.216805;0.2954982465;16395.21378;0.271792314;18139.567545;0.3007094085;13360.891005000001;0.2214907065;16073.550405;0.2664599265;22015.802655;0.3649678515;22936.016565;0.3802227345;24436.89072;0.405103536
Beslé;87471219;44290;DRG B-CVL-PDL;C;Halte;pas de donnees;56705;56705;52652;52652;38875;38875;22049;22049;15975;15975;28946;28946;24110;24110;22423;22423;20650;20650;20567;20567;173.071305;0.0028690965;173.76975;0.002880675;188.689545;0.0031280085;202.88565;0.0033633450000000002;243.58059;0.004037967;134.429625;0.0022285125;185.54233499999998;0.0030758355;327.133125;0.0054230625;443.06658000000004;0.007344954;477.172575;0.0079103475
Betton;87471045;35830;DRG B-CVL-PDL;C;Halte;pas de donnees;114781;114781;93491;93491;98453;98453;60428;60428;48846;48846;69479;69479;57640;57640;60526;60526;54956;54956;59721;59721;502.55221500000005;0.0083310795;462.45474;0.007666362;509.32629;0.008443377;485.0406;0.00804078;584.665785;0.0096923205;411.03909000000004;0.006814017;508.50162;0.008429706;828.481995;0.0137341935;786.726765;0.013041994500000001;965.882115;0.0160119495
Boissy-l'Aillerie;87381152;95650;DEX GIF;B;IDF;pas de donnees;272565;272565;247894;247894;255631;255631;237004;237004;88484;88484;207727;207727;221223;221223;239132;239132;251490;251490;233191;233191;1962.3022649999998;0.032530144500000004;2116.2883500000003;0.035082855;2012.29578;0.033358914;1861.591545;0.0308606085;1748.022705;0.0289779165;744.59286;0.012343518;1994.3886599999998;0.033062058;2151.1348650000004;0.0356605245;2086.02801;0.034581213;2293.6344750000003;0.0380228175
Bornel - Belle-Église;87276717;60540;DRG HDF-NORMANDIE;B;Proximité;0.1999999999999999;354397;442997;319556;399445;288300;360375;236641;295802;209769;262211;297438;371797;278858;348573;305842;382303;298770;373462;287515;359394;2419.438725;0.0401083425;2514.1495499999996;0.041678415;2573.6604300000004;0.042664959;2346.5900699999997;0.038900691;2502.94077;0.041492601000000004;1765.206135;0.0292627755;1991.334015;0.0330114195;2426.0445;0.04021785;2689.06374;0.044578062;2982.250755;0.0494383815
Boussens;87611095;31360;DRG OCCITANIE SUD;B;Proximité;0.2;290206;362757;299078;373848;232802;291003;164836;206046;124996;156245;190457;238072;167352;209191;206713;258391;174130;217663;185806;232257;1563.55749;0.025919937;1465.30395;0.024291135000000002;1739.489895;0.0288364635;1408.26708;0.023345604;1602.695655;0.0265687515;1051.8413400000002;0.017436942;1387.09494;0.022994622;1959.02883;0.032475879;2516.74137;0.041721381;2442.0834900000004;0.040483737
Bretenoux - Biars;87594762;46130;DRG OCCITANIE SUD;C;Proximité;pas de donnees;26886;26886;25045;25045;21440;21440;12182;12182;9375;9375;15092;15092;14024;14024;16366;16366;18328;18328;21919;21919;184.448385;0.0030577005;154.23012;0.002556756;137.71989000000002;0.0022830570000000002;118.01196;0.001956348;126.99918;0.002105334;78.890625;0.0013078125;102.51153;0.001699389;180.4176;0.00299088;210.753675;0.0034937775;226.24569;0.003750597
Brignac;87592063;87400;DRG NLLE AQUITAINE;C;Halte;pas de donnees;676;676;334;334;249;249;120;120;64;64;98;98;65;65;251;251;163;163;72;72;0.60588;1.0044e-05;1.371645;2.27385e-05;2.112165;3.50145e-05;0.546975;9.067500000000001e-06;0.82467;1.3671e-05;0.5385599999999999;8.928e-06;1.0098;1.674e-05;2.095335;3.47355e-05;2.81061;4.6593e-05;5.68854;9.4302e-05
